Title,Title_and_tag,Tag,Link,Category,Author,Image
"The Alchemist, 25th Anniversary: A Fable About Following Your Dream","The Alchemist, 25th Anniversary: A Fable About Following Your Dream ok, little, actual, great, ridiculous, good, overwhelming, positive, average, wrong,","ok, little, actual, great, ridiculous, good, overwhelming, positive, average, wrong,",https://www.amazon.com/Alchemist-Paulo-Coelho/dp/0062315005/ref=sr_1_7?qid=1636075203&qsid=136-8344726-0084920&s=books&sr=1-7&sres=0441013597%2C0786967293%2C1101885688%2CB07WDM3D5T%2C0525559477%2C0786965606%2C0062315005%2C1451673310%2C0593135202%2C0786966629%2C0786967021%2C0451524934%2C0061992887%2C0593098242%2C0765387565%2C0786965622,Science Fiction & Fantasy,"Paulo Coelho, ",https://m.media-amazon.com/images/I/51kcX5PpaZL._AC_UY218_.jpg
Fahrenheit 451,"Fahrenheit 451 accurate, big, social, little, bad, future, disappointed, original, obvious, egregious,","accurate, big, social, little, bad, future, disappointed, original, obvious, egregious,",https://www.amazon.com/Fahrenheit-451-Ray-Bradbury/dp/1451673310/ref=sr_1_8?qid=1636075203&qsid=136-8344726-0084920&s=books&sr=1-8&sres=0441013597%2C0786967293%2C1101885688%2CB07WDM3D5T%2C0525559477%2C0786965606%2C0062315005%2C1451673310%2C0593135202%2C0786966629%2C0786967021%2C0451524934%2C0061992887%2C0593098242%2C0765387565%2C0786965622,Science Fiction & Fantasy,"Ray Bradbury, ",https://m.media-amazon.com/images/I/71OFqSRFDgL._AC_UY218_.jpg
Project Hail Mary,"Project Hail Mary new, universal, amazing, incredible, suicidal, unbelievable, incorrect, thermal, neutral, available,","new, universal, amazing, incredible, suicidal, unbelievable, incorrect, thermal, neutral, available,",https://www.amazon.com/Project-Hail-Mary/dp/B08GB58KD5/ref=sr_1_9?qid=1636075203&qsid=136-8344726-0084920&s=books&sr=1-9&sres=0441013597%2C0786967293%2C1101885688%2CB07WDM3D5T%2C0525559477%2C0786965606%2C0062315005%2C1451673310%2C0593135202%2C0786966629%2C0786967021%2C0451524934%2C0061992887%2C0593098242%2C0765387565%2C0786965622,Science Fiction & Fantasy,"Andy Weir, ",https://m.media-amazon.com/images/I/91vS2L5YfEL._AC_UY218_.jpg
"Dungeons & Dragons Core Rulebooks Gift Set (Special Foil Covers Edition with Slipcase, Player's Handbook, Dungeon Master's Guide, Monster Manual, DM Screen)","Dungeons & Dragons Core Rulebooks Gift Set (Special Foil Covers Edition with Slipcase, Player's Handbook, Dungeon Master's Guide, Monster Manual, DM Screen) extra, old, specific, big, disappointed, nice, standard, cool, perfect, likely,","extra, old, specific, big, disappointed, nice, standard, cool, perfect, likely,",https://www.amazon.com/Dungeons-Dragons-Rulebooks-Slipcase-Handbook/dp/0786966629/ref=sr_1_10?qid=1636075203&qsid=136-8344726-0084920&s=books&sr=1-10&sres=0441013597%2C0786967293%2C1101885688%2CB07WDM3D5T%2C0525559477%2C0786965606%2C0062315005%2C1451673310%2C0593135202%2C0786966629%2C0786967021%2C0451524934%2C0061992887%2C0593098242%2C0765387565%2C0786965622,Science Fiction & Fantasy,"Wizards RPG Team, ",https://m.media-amazon.com/images/I/71BURLYgGhL._AC_UY218_.jpg
Tasha's Cauldron of Everything (D&D Rules Expansion) (Dungeons & Dragons),"Tasha's Cauldron of Everything (D&D Rules Expansion) (Dungeons & Dragons) magical, new, interesting, solid, martial, particular, environmental, experienced, incomplete, racial,","magical, new, interesting, solid, martial, particular, environmental, experienced, incomplete, racial,",https://www.amazon.com/Cauldron-Everything-Expansion-Dungeons-Dragons/dp/0786967021/ref=sr_1_11?qid=1636075203&qsid=136-8344726-0084920&s=books&sr=1-11&sres=0441013597%2C0786967293%2C1101885688%2CB07WDM3D5T%2C0525559477%2C0786965606%2C0062315005%2C1451673310%2C0593135202%2C0786966629%2C0786967021%2C0451524934%2C0061992887%2C0593098242%2C0765387565%2C0786965622,Science Fiction & Fantasy,"Wizards RPG Team, ",https://m.media-amazon.com/images/I/81yi-m3C8UL._AC_UY218_.jpg
1984,"1984 philosophical, personal, old, smart, natural, questionable, certain, powerful, interesting, well,","philosophical, personal, old, smart, natural, questionable, certain, powerful, interesting, well,",https://www.amazon.com/1984-Signet-Classics-George-Orwell/dp/0451524934/ref=sr_1_12?qid=1636075203&qsid=136-8344726-0084920&s=books&sr=1-12&sres=0441013597%2C0786967293%2C1101885688%2CB07WDM3D5T%2C0525559477%2C0786965606%2C0062315005%2C1451673310%2C0593135202%2C0786966629%2C0786967021%2C0451524934%2C0061992887%2C0593098242%2C0765387565%2C0786965622,Science Fiction & Fantasy,"George Orwell, ",https://m.media-amazon.com/images/I/91Q56n9K99L._AC_UY218_.jpg
The Chronicles of Narnia Adult Box Set,"The Chronicles of Narnia Adult Box Set unknown, eastern, padded, large, small, ridiculous, new, mysterious, narrative, familiar,","unknown, eastern, padded, large, small, ridiculous, new, mysterious, narrative, familiar,",https://www.amazon.com/Chronicles-Narnia-Adult-Box-Set/dp/B0835YQDTQ/ref=sr_1_13?qid=1636075203&qsid=136-8344726-0084920&s=books&sr=1-13&sres=0441013597%2C0786967293%2C1101885688%2CB07WDM3D5T%2C0525559477%2C0786965606%2C0062315005%2C1451673310%2C0593135202%2C0786966629%2C0786967021%2C0451524934%2C0061992887%2C0593098242%2C0765387565%2C0786965622,Science Fiction & Fantasy,"C. S. Lewis, ",https://m.media-amazon.com/images/I/91H85tYZlgL._AC_UY218_.jpg
Children of Dune,"Children of Dune actual, heavy, well, main, psychedelic, bad, different, blurry, blotchy, bright,","actual, heavy, well, main, psychedelic, bad, different, blurry, blotchy, bright,",https://www.amazon.com/Children-of-Dune-Frank-Herbert-audiobook/dp/B0013O8X60/ref=sr_1_14?qid=1636075203&qsid=136-8344726-0084920&s=books&sr=1-14&sres=0441013597%2C0786967293%2C1101885688%2CB07WDM3D5T%2C0525559477%2C0786965606%2C0062315005%2C1451673310%2C0593135202%2C0786966629%2C0786967021%2C0451524934%2C0061992887%2C0593098242%2C0765387565%2C0786965622,Science Fiction & Fantasy,"Frank Herbert, ",https://m.media-amazon.com/images/I/91HRPXPV+NL._AC_UY218_.jpg
The Invisible Life of Addie LaRue,"The Invisible Life of Addie LaRue wonderful, romantic, emotional, stubborn, present, physical, correct, negative, current, great,","wonderful, romantic, emotional, stubborn, present, physical, correct, negative, current, great,",https://www.amazon.com/Invisible-Life-Addie-LaRue/dp/B0844PWK76/ref=sr_1_15?qid=1636075203&qsid=136-8344726-0084920&s=books&sr=1-15&sres=0441013597%2C0786967293%2C1101885688%2CB07WDM3D5T%2C0525559477%2C0786965606%2C0062315005%2C1451673310%2C0593135202%2C0786966629%2C0786967021%2C0451524934%2C0061992887%2C0593098242%2C0765387565%2C0786965622,Science Fiction & Fantasy,"V. E. Schwab, ",https://m.media-amazon.com/images/I/A1+4KMJPKPL._AC_UY218_.jpg
"Dungeons & Dragons Dungeon Master's Guide (Core Rulebook, D&D Roleplaying Game)","Dungeons & Dragons Dungeon Master's Guide (Core Rulebook, D&D Roleplaying Game) invaluable, upper, great, excess, light, good, physical, awful, poor, mass,","invaluable, upper, great, excess, light, good, physical, awful, poor, mass,",https://www.amazon.com/Dungeons-Dragons-Dungeon-Rulebook-Roleplaying/dp/0786965622/ref=sr_1_16?qid=1636075203&qsid=136-8344726-0084920&s=books&sr=1-16&sres=0441013597%2C0786967293%2C1101885688%2CB07WDM3D5T%2C0525559477%2C0786965606%2C0062315005%2C1451673310%2C0593135202%2C0786966629%2C0786967021%2C0451524934%2C0061992887%2C0593098242%2C0765387565%2C0786965622,Science Fiction & Fantasy,"Wizards RPG Team, ",https://m.media-amazon.com/images/I/81ZmhRwdUjL._AC_UY218_.jpg
The Lincoln Highway: A Novel,"The Lincoln Highway: A Novel good, little, great, brilliant, aimless, teenage, old, mature, introspective, precocious,","good, little, great, brilliant, aimless, teenage, old, mature, introspective, precocious,",https://www.amazon.com/Lincoln-Highway-Novel-Amor-Towles-ebook/dp/B08WRH53MY/ref=sr_1_1?qid=1636075278&s=books&sr=1-1,"Mystery, Thriller & Suspense","Amor Towles, ",https://m.media-amazon.com/images/I/81GrCFh4oEL._AC_UY218_.jpg
The Judge's List: A Novel,"The Judge's List: A Novel double, unique, distinctive, legal, exciting, available, disappointed, principle, predictable, little,","double, unique, distinctive, legal, exciting, available, disappointed, principle, predictable, little,",https://www.amazon.com/The-Judges-List-A-Novel/dp/B093N8JP2B/ref=sr_1_2?qid=1636075278&s=books&sr=1-2,"Mystery, Thriller & Suspense","John Grisham, ",https://m.media-amazon.com/images/I/71N7vj5cSkL._AC_UY218_.jpg
State of Terror: A Novel,"State of Terror: A Novel good, political, confusing, fictional, left, russian, bad, multiple, terrible, excellent,","good, political, confusing, fictional, left, russian, bad, multiple, terrible, excellent,",https://www.amazon.com/State-Terror-Novel-Louise-Penny/dp/198217367X/ref=sr_1_3?qid=1636075278&s=books&sr=1-3,"Mystery, Thriller & Suspense","Louise Penny, Hillary Rodham Clinton, ",https://m.media-amazon.com/images/I/71ogguMNzHS._AC_UY218_.jpg
Apples Never Fall,"Apples Never Fall toxic, new, skilled, domestic, literary, hard, ok, complicated, good, bad,","toxic, new, skilled, domestic, literary, hard, ok, complicated, good, bad,",https://www.amazon.com/Apples-Never-Fall/dp/B08V8939WY/ref=sr_1_4?qid=1636075278&s=books&sr=1-4,"Mystery, Thriller & Suspense","Liane Moriarty, ",https://m.media-amazon.com/images/I/81ZV+TzlboL._AC_UY218_.jpg
The Last Thing He Told Me: A Novel,"The Last Thing He Told Me: A Novel miserable, vague, surprising, flat, repetitive, melodramatic, open, slight, obnoxious, rude,","miserable, vague, surprising, flat, repetitive, melodramatic, open, slight, obnoxious, rude,",https://www.amazon.com/Last-Thing-He-Told-Me/dp/1501171348/ref=sr_1_5?qid=1636075278&s=books&sr=1-5,"Mystery, Thriller & Suspense","Laura Dave, ",https://m.media-amazon.com/images/I/51G2Y+mbUpL._AC_UY218_.jpg
Better Off Dead: A Jack Reacher Novel,"Better Off Dead: A Jack Reacher Novel stupid, second, dull, real, cryptic, good, original, apt, physical, horrible,","stupid, second, dull, real, cryptic, good, original, apt, physical, horrible,",https://www.amazon.com/Better-Off-Dead-Reacher-Novel-ebook/dp/B08SBMCSQQ/ref=sr_1_6?qid=1636075278&s=books&sr=1-6,"Mystery, Thriller & Suspense","Lee Child, ",https://m.media-amazon.com/images/I/81s62RyNcUL._AC_UY218_.jpg
Game On: Tempting Twenty-Eight (Stephanie Plum Book 28),"Game On: Tempting Twenty-Eight (Stephanie Plum Book 28) annoying, flat, sexy, tight, extra, stretchy, free, bitter, high, magnificent,","annoying, flat, sexy, tight, extra, stretchy, free, bitter, high, magnificent,",https://www.amazon.com/Game-Tempting-Twenty-Eight-Stephanie-Plum-ebook/dp/B08VJM3RKN/ref=sr_1_7?qid=1636075278&s=books&sr=1-7,"Mystery, Thriller & Suspense","Janet Evanovich, ",https://m.media-amazon.com/images/I/71PyDZPQcBL._AC_UY218_.jpg
Silverview: A Novel,"Silverview: A Novel early, good, great, slow, extraneous, hard, well, rich, deep, 2nd,","early, good, great, slow, extraneous, hard, well, rich, deep, 2nd,",https://www.amazon.com/Silverview-Novel-John-Carr%C3%A9/dp/0593490592/ref=sr_1_9?qid=1636075278&s=books&sr=1-9,"Mystery, Thriller & Suspense","John le Carré, ",https://m.media-amazon.com/images/I/91tjTEpgh6L._AC_UY218_.jpg
Verity,"Verity bad, handsome, dark, twisty, large, well, sure, good, unbelievable, wrong,","bad, handsome, dark, twisty, large, well, sure, good, unbelievable, wrong,",https://www.amazon.com/Verity-Colleen-Hoover/dp/1791392792/ref=sr_1_11?qid=1636075278&s=books&sr=1-11,"Mystery, Thriller & Suspense","Colleen Hoover, ",https://m.media-amazon.com/images/I/615IUDTbGDL._AC_UY218_.jpg
Project Hail Mary,"Project Hail Mary new, universal, amazing, incredible, suicidal, unbelievable, incorrect, thermal, neutral, available,","new, universal, amazing, incredible, suicidal, unbelievable, incorrect, thermal, neutral, available,",https://www.amazon.com/Project-Hail-Mary/dp/B08GB58KD5/ref=sr_1_12?qid=1636075278&s=books&sr=1-12,"Mystery, Thriller & Suspense","Andy Weir, ",https://m.media-amazon.com/images/I/91vS2L5YfEL._AC_UY218_.jpg
Billy Summers,"Billy Summers big, tired, recent, wrong, fantastic, decent, mediocre, painful, dear, sad,","big, tired, recent, wrong, fantastic, decent, mediocre, painful, dear, sad,",https://www.amazon.com/Billy-Summers/dp/B08V9HZGJP/ref=sr_1_13?qid=1636075278&s=books&sr=1-13,"Mystery, Thriller & Suspense","Stephen King, ",https://m.media-amazon.com/images/I/91C2sO0dNqS._AC_UY218_.jpg
To Kill a Mockingbird,"To Kill a Mockingbird american, great, right, particular, awful, jagged, surprised, cheap, noble, avid,","american, great, right, particular, awful, jagged, surprised, cheap, noble, avid,",https://www.amazon.com/Kill-Mockingbird-Harper-Lee/dp/0060935464/ref=sr_1_14?qid=1636075278&s=books&sr=1-14,"Mystery, Thriller & Suspense","Harper Lee, ",https://m.media-amazon.com/images/I/81aY1lxk+9L._AC_UY218_.jpg
Harlem Shuffle: A Novel,"Harlem Shuffle: A Novel true, cohesive, superior, huge, rich, riveting, sympathetic, likable, flawed, wealthy,","true, cohesive, superior, huge, rich, riveting, sympathetic, likable, flawed, wealthy,",https://www.amazon.com/Harlem-Shuffle-Novel-Colson-Whitehead/dp/0385545134/ref=sr_1_15?qid=1636075278&s=books&sr=1-15,"Mystery, Thriller & Suspense","Colson Whitehead, ",https://m.media-amazon.com/images/I/51D2vmAUeIL._AC_UY218_.jpg
The Seven Husbands of Evelyn Hugo: A Novel,"The Seven Husbands of Evelyn Hugo: A Novel bisexual, meaningful, countless, late, interesting, average, boring, forth, fifth, main,","bisexual, meaningful, countless, late, interesting, average, boring, forth, fifth, main,",https://www.amazon.com/Seven-Husbands-Evelyn-Hugo-Novel/dp/1501161938/ref=sr_1_1?qid=1636075415&s=books&sr=1-1,LGBTQ+ Books,"Taylor Jenkins Reid, ",https://m.media-amazon.com/images/I/716Tlym5yRL._AC_UY218_.jpg
A Carnival of Snackery: Diaries (2003-2020),"A Carnival of Snackery: Diaries (2003-2020) amusing, literary, long, interesting, real, short, particular, little, anecdotal, tiny,","amusing, literary, long, interesting, real, short, particular, little, anecdotal, tiny,",https://www.amazon.com/Carnival-Snackery-Diaries-2003-2020/dp/B09BBS56KS/ref=sr_1_2?qid=1636075415&s=books&sr=1-2,LGBTQ+ Books,"David Sedaris, ",https://m.media-amazon.com/images/I/81wiaT84LRL._AC_UY218_.jpg
They Both Die at the End,"They Both Die at the End bad, middle, filthy, second, different, horrible, wrong, unsettling, sexual, vulgar,","bad, middle, filthy, second, different, horrible, wrong, unsettling, sexual, vulgar,",https://www.amazon.com/They-Both-Die-at-End/dp/0062457802/ref=sr_1_3?qid=1636075415&s=books&sr=1-3,LGBTQ+ Books,"Adam Silvera, ",https://m.media-amazon.com/images/I/81AKVMzInqL._AC_UY218_.jpg
Aristotle and Dante Dive into the Waters of the World,"Aristotle and Dante Dive into the Waters of the World sure, slow, emotional, young, amazing, repetitive, minor, huge, throwaway, contrived,","sure, slow, emotional, young, amazing, repetitive, minor, huge, throwaway, contrived,",https://www.amazon.com/Aristotle-Dante-Dive-Waters-World/dp/153449619X/ref=sr_1_4?qid=1636075415&s=books&sr=1-4,LGBTQ+ Books,"Benjamin Alire Sáenz, ",https://m.media-amazon.com/images/I/81CTLCU37gL._AC_UY218_.jpg
House in the Cerulean Sea,"House in the Cerulean Sea violent, absolute, delightful, core, moral, high, christian, hard, bad, terrible,","violent, absolute, delightful, core, moral, high, christian, hard, bad, terrible,",https://www.amazon.com/House-Cerulean-Sea-TJ-Klune/dp/1250217318/ref=sr_1_5?qid=1636075415&s=books&sr=1-5,LGBTQ+ Books,"TJ Klune, ",https://m.media-amazon.com/images/I/81IYQrx5HWL._AC_UY218_.jpg
Please Love Me at My Worst,"Please Love Me at My Worst dumb, mid, meaningful, impactful, resistant, dunno, middle, authentic, interested, mean,","dumb, mid, meaningful, impactful, resistant, dunno, middle, authentic, interested, mean,",https://www.amazon.com/Please-Love-Me-My-Worst/dp/1524868698/ref=sr_1_6?qid=1636075415&s=books&sr=1-6,LGBTQ+ Books,"Michaela Angemeer, ",https://m.media-amazon.com/images/I/51z8ZcxG+NL._AC_UY218_.jpg
"Red, White & Royal Blue: A Novel","Red, White & Royal Blue: A Novel british, frequent, crude, great, sexual, dumb, entire, presidential, incorrect, multiple,","british, frequent, crude, great, sexual, dumb, entire, presidential, incorrect, multiple,",https://www.amazon.com/Red-White-Royal-Blue-Novel/dp/1250316774/ref=sr_1_7?qid=1636075415&s=books&sr=1-7,LGBTQ+ Books,"Casey McQuiston, ",https://m.media-amazon.com/images/I/71skR7IaVEL._AC_UY218_.jpg
Unprotected: A Memoir,"Unprotected: A Memoir poor, unnecessary, explicit, sexual, worth,","poor, unnecessary, explicit, sexual, worth,",https://www.amazon.com/Unprotected-Memoir-Billy-Porter/dp/1419746197/ref=sr_1_8?qid=1636075415&s=books&sr=1-8,LGBTQ+ Books,"Billy Porter, ",https://m.media-amazon.com/images/I/61mwgUTiRYL._AC_UY218_.jpg
Under the Whispering Door,"Under the Whispering Door preachy, unique, powerful, humorous, fine, alive, good, main, small, open,","preachy, unique, powerful, humorous, fine, alive, good, main, small, open,",https://www.amazon.com/Under-the-Whispering-Door/dp/B087JYGLFS/ref=sr_1_9?qid=1636075415&s=books&sr=1-9,LGBTQ+ Books,"TJ Klune, ",https://m.media-amazon.com/images/I/81JR75tiyML._AC_UY218_.jpg
Irreversible Damage: The Transgender Craze Seducing Our Daughters,"Irreversible Damage: The Transgender Craze Seducing Our Daughters teenage, affirmative, right, valid, certain, human, fit, professional, social, medical,","teenage, affirmative, right, valid, certain, human, fit, professional, social, medical,",https://www.amazon.com/Irreversible-Damage-Transgender-Seducing-Daughters/dp/168451228X/ref=sr_1_10?qid=1636075415&s=books&sr=1-10,LGBTQ+ Books,"Abigail Shrier, ",https://m.media-amazon.com/images/I/81s56QvAv-L._AC_UY218_.jpg
"Badass Affirmations: The Wit and Wisdom of Wild Women (Inspirational Quotes for Women, Daily Affirmations Book)","Badass Affirmations: The Wit and Wisdom of Wild Women (Inspirational Quotes for Women, Daily Affirmations Book) powerful, famous, small, sure, short, simplistic, strong, inspiring, average, appropriate,","powerful, famous, small, sure, short, simplistic, strong, inspiring, average, appropriate,",https://www.amazon.com/Badass-Affirmations-Wisdom-Wild-Women/dp/1633537528/ref=sr_1_11?qid=1636075415&s=books&sr=1-11,LGBTQ+ Books,"Becca Anderson, ",https://m.media-amazon.com/images/I/61KCwfDNahL._AC_UY218_.jpg
The Sweetness of Water (Oprah's Book Club): A Novel,"The Sweetness of Water (Oprah's Book Club): A Novel brilliant, novel, authentic, hard, compelling, satisfied, bad, american, believable, interesting,","brilliant, novel, authentic, hard, compelling, satisfied, bad, american, believable, interesting,",https://www.amazon.com/Sweetness-Water-Oprahs-Book-Club/dp/0316362484/ref=sr_1_12?qid=1636075415&s=books&sr=1-12,LGBTQ+ Books,"Nathan Harris, ",https://m.media-amazon.com/images/I/91Cd4UUgrIL._AC_UY218_.jpg
Aristotle and Dante Discover the Secrets of the Universe,"Aristotle and Dante Discover the Secrets of the Universe annoying, boring, lgbtqia+, asleep, magical, straight, closeted, emotional, stagnant, lonely,","annoying, boring, lgbtqia+, asleep, magical, straight, closeted, emotional, stagnant, lonely,",https://www.amazon.com/Aristotle-Dante-Discover-Secrets-Universe/dp/1442408936/ref=sr_1_13?qid=1636075415&s=books&sr=1-13,LGBTQ+ Books,"Benjamin Alire Sáenz, ",https://m.media-amazon.com/images/I/81w9ZlovACL._AC_UY218_.jpg
The Perks of Being a Wallflower,"The Perks of Being a Wallflower similar, normal, real, dear, upset, believable, literary, hipst, high, cool,","similar, normal, real, dear, upset, believable, literary, hipst, high, cool,",https://www.amazon.com/Perks-Being-Wallflower-Stephen-Chbosky/dp/1451696191/ref=sr_1_15?qid=1636075415&s=books&sr=1-15,LGBTQ+ Books,"Stephen Chbosky, ",https://m.media-amazon.com/images/I/71LpyfcWWTL._AC_UY218_.jpg
Pillow Thoughts,"Pillow Thoughts appropriate, broken, good, emotional, sweet, young, different, strong, certain, sure,","appropriate, broken, good, emotional, sweet, young, different, strong, certain, sure,",https://www.amazon.com/Pillow-Thoughts-Courtney-Peppernell/dp/1449489753/ref=sr_1_16?qid=1636075415&s=books&sr=1-16,LGBTQ+ Books,"Courtney Peppernell, ",https://m.media-amazon.com/images/I/71bUf4gWhnL._AC_UY218_.jpg
It Ends with Us: A Novel,"It Ends with Us: A Novel good, mad, personal, red, male, typical, glad, handsome, beautiful, low,","good, mad, personal, red, male, typical, glad, handsome, beautiful, low,",https://www.amazon.com/Ends-Us-Novel-Colleen-Hoover/dp/1501110365/ref=sr_1_1?qid=1636075508&s=books&sr=1-1,Romance,"Colleen Hoover, ",https://m.media-amazon.com/images/I/71xUvuJiqgL._AC_UY218_.jpg
The Wish,"The Wish awful, good, main, old, medical, major, final, prepared, happy, close,","awful, good, main, old, medical, major, final, prepared, happy, close,",https://www.amazon.com/The-Wish/dp/B0944BZ5XX/ref=sr_1_3?qid=1636075508&s=books&sr=1-3,Romance,"Nicholas Sparks, ",https://m.media-amazon.com/images/I/81wPRktVjGL._AC_UY218_.jpg
The Seven Husbands of Evelyn Hugo: A Novel,"The Seven Husbands of Evelyn Hugo: A Novel bisexual, meaningful, countless, late, interesting, average, boring, forth, fifth, main,","bisexual, meaningful, countless, late, interesting, average, boring, forth, fifth, main,",https://www.amazon.com/Seven-Husbands-Evelyn-Hugo-Novel/dp/1501161938/ref=sr_1_4?qid=1636075508&s=books&sr=1-4,Romance,"Taylor Jenkins Reid, ",https://m.media-amazon.com/images/I/716Tlym5yRL._AC_UY218_.jpg
The Love Hypothesis,"The Love Hypothesis awkward, surprised, decent, main, spicy, fake, great, big, worth, interested,","awkward, surprised, decent, main, spicy, fake, great, big, worth, interested,",https://www.amazon.com/Love-Hypothesis-Ali-Hazelwood/dp/0593336828/ref=sr_1_5?qid=1636075508&s=books&sr=1-5,Romance,"Ali Hazelwood, ",https://m.media-amazon.com/images/I/41720Sh-chL._AC_UY218_.jpg
Ugly Love: A Novel,"Ugly Love: A Novel mysterious, special, annoying, confusing, stupid, well, boring, casual, poetic, deep,","mysterious, special, annoying, confusing, stupid, well, boring, casual, poetic, deep,",https://www.amazon.com/Ugly-Love-Novel-Colleen-Hoover/dp/1476753180/ref=sr_1_6?qid=1636075508&s=books&sr=1-6,Romance,"Colleen Hoover, ",https://m.media-amazon.com/images/I/617gMRW9DYL._AC_UY218_.jpg
Verity,"Verity bad, handsome, dark, twisty, large, well, sure, good, unbelievable, wrong,","bad, handsome, dark, twisty, large, well, sure, good, unbelievable, wrong,",https://www.amazon.com/Verity-Colleen-Hoover/dp/1791392792/ref=sr_1_8?qid=1636075508&s=books&sr=1-8,Romance,"Colleen Hoover, ",https://m.media-amazon.com/images/I/615IUDTbGDL._AC_UY218_.jpg
November 9: A Novel,"November 9: A Novel actual, little, tragic, crazy, emotional, bad, deep, good, wrong, replete,","actual, little, tragic, crazy, emotional, bad, deep, good, wrong, replete,",https://www.amazon.com/November-9-Novel-Colleen-Hoover/dp/1501110349/ref=sr_1_9?qid=1636075508&s=books&sr=1-9,Romance,"Colleen Hoover, ",https://m.media-amazon.com/images/I/819GdrzJz8L._AC_UY218_.jpg
Redeeming Love,"Redeeming Love christian, emotional, incredible, male, abusive, disturbing, physical, sexual, tragic, horrifying,","christian, emotional, incredible, male, abusive, disturbing, physical, sexual, tragic, horrifying,",https://www.amazon.com/Redeeming-Love-Francine-Rivers/dp/1590525132/ref=sr_1_10?qid=1636075508&s=books&sr=1-10,Romance,"Francine Rivers, ",https://m.media-amazon.com/images/I/81+g7gx6A-L._AC_UY218_.jpg
Punk 57,"Punk 57 cruel, real, dumb, enjoyable, true, good, bad, hard, well, similar,","cruel, real, dumb, enjoyable, true, good, bad, hard, well, similar,",https://www.amazon.com/Punk-57-Penelope-Douglas/dp/1539427765/ref=sr_1_11?qid=1636075508&s=books&sr=1-11,Romance,"Penelope Douglas, ",https://m.media-amazon.com/images/I/8191Oj7GMSL._AC_UY218_.jpg
People We Meet on Vacation,"People We Meet on Vacation awful, pet, nice, crazy, bad, audible, nonexistent, absolute, attractive, cute,","awful, pet, nice, crazy, bad, audible, nonexistent, absolute, attractive, cute,",https://www.amazon.com/People-Meet-Vacation-Emily-Henry/dp/1984806750/ref=sr_1_12?qid=1636075508&s=books&sr=1-12,Romance,"Emily Henry, ",https://m.media-amazon.com/images/I/813QkLg2LaL._AC_UY218_.jpg
A Shadow in the Ember (Flesh and Fire Book 1),"A Shadow in the Ember (Flesh and Fire Book 1) storyline, emotional, wise, annoying, similar, female, little, male, old, great,","storyline, emotional, wise, annoying, similar, female, little, male, old, great,",https://www.amazon.com/Shadow-Ember-Flesh-Fire-Book-ebook/dp/B08Z2ZJSR3/ref=sr_1_13?qid=1636075508&s=books&sr=1-13,Romance,"Jennifer L. Armentrout, ",https://m.media-amazon.com/images/I/91Qy9nZpb5S._AC_UY218_.jpg
Dear Santa: A Novel,"Dear Santa: A Novel perfect, new, good, actual, kind, main, right, bad, ebook, lovely,","perfect, new, good, actual, kind, main, right, bad, ebook, lovely,",https://www.amazon.com/Dear-Santa-Novel-Debbie-Macomber/dp/1984818813/ref=sr_1_14?qid=1636075508&s=books&sr=1-14,Romance,"Debbie Macomber, ",https://m.media-amazon.com/images/I/81MkKf-30EL._AC_UY218_.jpg
The Spanish Love Deception,"The Spanish Love Deception cold, american, dramatic, female, great, spanish, main, long, little, similar,","cold, american, dramatic, female, great, spanish, main, long, little, similar,",https://www.amazon.com/Spanish-Love-Deception-Elena-Armas/dp/B08X7RKXGK/ref=sr_1_15?qid=1636075508&s=books&sr=1-15,Romance,"Elena Armas, ",https://m.media-amazon.com/images/I/61NKofnTTyL._AC_UY218_.jpg
The Ex Hex,"The Ex Hex rare, dimensional, cute, amazing, bored, annoyed, extreme, emotional, classic, single,","rare, dimensional, cute, amazing, bored, annoyed, extreme, emotional, classic, single,",https://www.amazon.com/Ex-Hex-Novel-Erin-Sterling/dp/006302747X/ref=sr_1_16?qid=1636075508&s=books&sr=1-16,Romance,"Erin Sterling, ",https://m.media-amazon.com/images/I/61CQXhi824L._AC_UY218_.jpg
The 48 Laws of Power,"The 48 Laws of Power smart, old, hungry, different, white, narcissistic, high, good, bad, human,","smart, old, hungry, different, white, narcissistic, high, good, bad, human,",https://www.amazon.com/48-Laws-Power-Robert-Greene/dp/0140280197/ref=sr_1_1?qid=1636075614&qsid=146-2930825-2310558&s=books&sr=1-1&sres=0140280197%2C0358574315%2C0989081532%2C0525657746%2C0316551309%2C081298496X%2C0393531562%2C194564009X%2C0143118757%2C1541736699%2C1631494538%2C0767914171%2C0578666154%2C1524763136%2C0593196651%2C1565842715,Law,"Robert Greene, ",https://m.media-amazon.com/images/I/71951W96oWL._AC_UY218_.jpg
There Is Nothing for You Here: Finding Opportunity in the Twenty-First Century,"There Is Nothing for You Here: Finding Opportunity in the Twenty-First Century public, audible, sure, economic, ummm, 5th, long, small, detailed, fine,","public, audible, sure, economic, ummm, 5th, long, small, detailed, fine,",https://www.amazon.com/There-Nothing-You-Here-Twenty-First/dp/0358574315/ref=sr_1_2?qid=1636075614&qsid=146-2930825-2310558&s=books&sr=1-2&sres=0140280197%2C0358574315%2C0989081532%2C0525657746%2C0316551309%2C081298496X%2C0393531562%2C194564009X%2C0143118757%2C1541736699%2C1631494538%2C0767914171%2C0578666154%2C1524763136%2C0593196651%2C1565842715,Law,"Fiona Hill, ",https://m.media-amazon.com/images/I/81KxES3nvRS._AC_UY218_.jpg
