Title,Tag,Title_and_tag,Link,Category,Author,Image
Rand McNally 2022 Road Atlas & National Park Guide (Rand McNally National Park Road Atlas and Travel Guide),"big, small, good, populated, disappointed, devoted, minuscule, plain, fair, decent,","Rand McNally 2022 Road Atlas & National Park Guide (Rand McNally National Park Road Atlas and Travel Guide) big, small, good, populated, disappointed, devoted, minuscule, plain, fair, decent,",https://www.amazon.com/McNally-Atlas-National-Guide-Travel/dp/052802373X/ref=sr_1_14?qid=1636073620&s=books&sr=1-14,Travel,"Rand McNally, ",https://m.media-amazon.com/images/I/719uoikX59L._AC_UY218_.jpg
Finding the Mother Tree: Discovering the Wisdom of the Forest,"certain, intelligent, good, poor, unable, human, varied, ongoing, true, british,","Finding the Mother Tree: Discovering the Wisdom of the Forest certain, intelligent, good, poor, unable, human, varied, ongoing, true, british,",https://www.amazon.com/Finding-Mother-Tree-Discovering-Wisdom/dp/052565609X/ref=sr_1_16?qid=1636073620&s=books&sr=1-16,Travel,"Suzanne Simard, ",https://m.media-amazon.com/images/I/91qqdvlep1S._AC_UY218_.jpg
Cracking the Coding Interview: 189 Programming Questions and Solutions,"real, fair, big, actual, competent, new, ridiculous, technical, professional, useful,","Cracking the Coding Interview: 189 Programming Questions and Solutions real, fair, big, actual, competent, new, ridiculous, technical, professional, useful,",https://www.amazon.com/Cracking-Coding-Interview-Programming-Questions/dp/0984782850/ref=sr_1_1?qid=1636073710&qsid=130-2120969-7777240&s=books&sr=1-1&sres=0984782850%2C1591846447%2C0545231515%2C1119473861%2C1449373321%2C1441303251%2C197472591X%2C1593279280%2C1683833988%2C1260454037%2C1542023343%2C1647225116%2C0578973839%2C0593087747%2C1119790026%2C059323829X,Computers & Technology,"Gayle Laakmann McDowell, ",https://m.media-amazon.com/images/I/619M-4xNINL._AC_UY218_.jpg
Start with Why: How Great Leaders Inspire Everyone to Take Action,"actual, powerful, interested, simple, graphic, elementary, civil, bad, entire, embellish,","Start with Why: How Great Leaders Inspire Everyone to Take Action actual, powerful, interested, simple, graphic, elementary, civil, bad, entire, embellish,",https://www.amazon.com/Start-with-Why-Simon-Sinek-audiobook/dp/B074VF6ZLM/ref=sr_1_2?qid=1636073710&qsid=130-2120969-7777240&s=books&sr=1-2&sres=0984782850%2C1591846447%2C0545231515%2C1119473861%2C1449373321%2C1441303251%2C197472591X%2C1593279280%2C1683833988%2C1260454037%2C1542023343%2C1647225116%2C0578973839%2C0593087747%2C1119790026%2C059323829X,Computers & Technology,"Simon Sinek, ",https://m.media-amazon.com/images/I/71tQ6jq5-ZL._AC_UY218_.jpg
First Little Readers Parent Pack: Guided Reading Level C: 25 Irresistible Books That Are Just the Right Level for Beginning Readers,"old, elementary, able, appropriate, interesting, independent, disappointing, long, amazing, awesome,","First Little Readers Parent Pack: Guided Reading Level C: 25 Irresistible Books That Are Just the Right Level for Beginning Readers old, elementary, able, appropriate, interesting, independent, disappointing, long, amazing, awesome,",https://www.amazon.com/First-Little-Readers-Parent-Pack/dp/0545231515/ref=sr_1_3?qid=1636073710&qsid=130-2120969-7777240&s=books&sr=1-3&sres=0984782850%2C1591846447%2C0545231515%2C1119473861%2C1449373321%2C1441303251%2C197472591X%2C1593279280%2C1683833988%2C1260454037%2C1542023343%2C1647225116%2C0578973839%2C0593087747%2C1119790026%2C059323829X,Computers & Technology,"Liza Charlesworth, ",https://m.media-amazon.com/images/I/71j60deZoUL._AC_UY218_.jpg
The Bitcoin Standard: The Decentralized Alternative to Central Banking,"modern, subject, outlandish, ill, classic, vulgar, cultural, irrelevant, nice, current,","The Bitcoin Standard: The Decentralized Alternative to Central Banking modern, subject, outlandish, ill, classic, vulgar, cultural, irrelevant, nice, current,",https://www.amazon.com/Bitcoin-Standard-Decentralized-Alternative-Central/dp/1119473861/ref=sr_1_4?qid=1636073710&qsid=130-2120969-7777240&s=books&sr=1-4&sres=0984782850%2C1591846447%2C0545231515%2C1119473861%2C1449373321%2C1441303251%2C197472591X%2C1593279280%2C1683833988%2C1260454037%2C1542023343%2C1647225116%2C0578973839%2C0593087747%2C1119790026%2C059323829X,Computers & Technology,"Saifedean Ammous, ",https://m.media-amazon.com/images/I/71jDLpPMdFS._AC_UY218_.jpg
"Designing Data-Intensive Applications: The Big Ideas Behind Reliable, Scalable, and Maintainable Systems","intensive, great, big, reliable, maintainable, fine, unlucky, arbitrary, non, rectangular,","Designing Data-Intensive Applications: The Big Ideas Behind Reliable, Scalable, and Maintainable Systems intensive, great, big, reliable, maintainable, fine, unlucky, arbitrary, non, rectangular,",https://www.amazon.com/Designing-Data-Intensive-Applications-Reliable-Maintainable/dp/1449373321/ref=sr_1_5?qid=1636073710&qsid=130-2120969-7777240&s=books&sr=1-5&sres=0984782850%2C1591846447%2C0545231515%2C1119473861%2C1449373321%2C1441303251%2C197472591X%2C1593279280%2C1683833988%2C1260454037%2C1542023343%2C1647225116%2C0578973839%2C0593087747%2C1119790026%2C059323829X,Computers & Technology,"Martin Kleppmann, ",https://m.media-amazon.com/images/I/91JAIKQUkYL._AC_UY218_.jpg
The Personal Internet Address & Password Logbook (removable cover band for security),"digital, little, 2nd, online, smart, extensive, red, big, small, individual,","The Personal Internet Address & Password Logbook (removable cover band for security) digital, little, 2nd, online, smart, extensive, red, big, small, individual,",https://www.amazon.com/Personal-Internet-Address-Password-Book/dp/1441303251/ref=sr_1_6?qid=1636073710&qsid=130-2120969-7777240&s=books&sr=1-6&sres=0984782850%2C1591846447%2C0545231515%2C1119473861%2C1449373321%2C1441303251%2C197472591X%2C1593279280%2C1683833988%2C1260454037%2C1542023343%2C1647225116%2C0578973839%2C0593087747%2C1119790026%2C059323829X,Computers & Technology,"Peter Pauper Press, Inc. Peter Pauper Press, ",https://m.media-amazon.com/images/I/81pa0N511JL._AC_UY218_.jpg
"Python Crash Course, 2nd Edition: A Hands-On, Project-Based Introduction to Programming","important, terrible, long, basic, good, new, wrong, single, complex, entire,","Python Crash Course, 2nd Edition: A Hands-On, Project-Based Introduction to Programming important, terrible, long, basic, good, new, wrong, single, complex, entire,",https://www.amazon.com/Python-Crash-Course-2nd-Edition/dp/1593279280/ref=sr_1_8?qid=1636073710&qsid=130-2120969-7777240&s=books&sr=1-8&sres=0984782850%2C1591846447%2C0545231515%2C1119473861%2C1449373321%2C1441303251%2C197472591X%2C1593279280%2C1683833988%2C1260454037%2C1542023343%2C1647225116%2C0578973839%2C0593087747%2C1119790026%2C059323829X,Computers & Technology,"Eric Matthes, ",https://m.media-amazon.com/images/I/71sL0Qpd+YL._AC_UY218_.jpg
The Elder Scrolls: The Official Cookbook,"delicious, true, glaring, long, drink, amazing, good, past, ready, big,","The Elder Scrolls: The Official Cookbook delicious, true, glaring, long, drink, amazing, good, past, ready, big,",https://www.amazon.com/Elder-Scrolls-Official-Cookbook/dp/1683833988/ref=sr_1_9?qid=1636073710&qsid=130-2120969-7777240&s=books&sr=1-9&sres=0984782850%2C1591846447%2C0545231515%2C1119473861%2C1449373321%2C1441303251%2C197472591X%2C1593279280%2C1683833988%2C1260454037%2C1542023343%2C1647225116%2C0578973839%2C0593087747%2C1119790026%2C059323829X,Computers & Technology,"Chelsea Monroe-Cassel, ",https://m.media-amazon.com/images/I/81+4By+SuPL._AC_UY218_.jpg
"CompTIA A+ Certification All-in-One Exam Guide, Tenth Edition (Exams 220-1001 & 220-1002)","good, wrong, separate, easy, incorrect, worth, high, old, great, disappointed,","CompTIA A+ Certification All-in-One Exam Guide, Tenth Edition (Exams 220-1001 & 220-1002) good, wrong, separate, easy, incorrect, worth, high, old, great, disappointed,",https://www.amazon.com/CompTIA-Certification-Guide-220-1001-220-1002/dp/1260454037/ref=sr_1_10?qid=1636073710&qsid=130-2120969-7777240&s=books&sr=1-10&sres=0984782850%2C1591846447%2C0545231515%2C1119473861%2C1449373321%2C1441303251%2C197472591X%2C1593279280%2C1683833988%2C1260454037%2C1542023343%2C1647225116%2C0578973839%2C0593087747%2C1119790026%2C059323829X,Computers & Technology,"Mike Meyers, ",https://m.media-amazon.com/images/I/81IXPJgE8wL._AC_UY218_.jpg
West with Giraffes: A Novel,"old, great, subject, hard, new, artificial, fine, overwritten, extinct, colossal,","West with Giraffes: A Novel old, great, subject, hard, new, artificial, fine, overwritten, extinct, colossal,",https://www.amazon.com/West-Giraffes-Novel-Lynda-Rutledge-ebook/dp/B088FF4S7Q/ref=sr_1_11?qid=1636073710&qsid=130-2120969-7777240&s=books&sr=1-11&sres=0984782850%2C1591846447%2C0545231515%2C1119473861%2C1449373321%2C1441303251%2C197472591X%2C1593279280%2C1683833988%2C1260454037%2C1542023343%2C1647225116%2C0578973839%2C0593087747%2C1119790026%2C059323829X,Computers & Technology,"Lynda Rutledge, ",https://m.media-amazon.com/images/I/91giQulzYFL._AC_UY218_.jpg
"Ace the Data Science Interview: 201 Real Interview Questions Asked By FAANG, Tech Startups, & Wall Street","technical, major, brief, grammatical, wonderful, worth, vague, digestible, rushed, new,","Ace the Data Science Interview: 201 Real Interview Questions Asked By FAANG, Tech Startups, & Wall Street technical, major, brief, grammatical, wonderful, worth, vague, digestible, rushed, new,",https://www.amazon.com/Ace-Data-Science-Interview-Questions/dp/0578973839/ref=sr_1_13?qid=1636073710&qsid=130-2120969-7777240&s=books&sr=1-13&sres=0984782850%2C1591846447%2C0545231515%2C1119473861%2C1449373321%2C1441303251%2C197472591X%2C1593279280%2C1683833988%2C1260454037%2C1542023343%2C1647225116%2C0578973839%2C0593087747%2C1119790026%2C059323829X,Computers & Technology,"Nick Singh, Kevin Huo, ",https://m.media-amazon.com/images/I/61q1IqrlhyL._AC_UY218_.jpg
Play Nice But Win: A CEO's Journey from Founder to Leader,"worth, tragic, audible, useful, congratulatory, technical, private, boring, shameful, willing,","Play Nice But Win: A CEO's Journey from Founder to Leader worth, tragic, audible, useful, congratulatory, technical, private, boring, shameful, willing,",https://www.amazon.com/Play-Nice-But-Win-Journey/dp/0593087747/ref=sr_1_14?qid=1636073710&qsid=130-2120969-7777240&s=books&sr=1-14&sres=0984782850%2C1591846447%2C0545231515%2C1119473861%2C1449373321%2C1441303251%2C197472591X%2C1593279280%2C1683833988%2C1260454037%2C1542023343%2C1647225116%2C0578973839%2C0593087747%2C1119790026%2C059323829X,Computers & Technology,"Michael Dell, ",https://m.media-amazon.com/images/I/81ZK6dMZ5WS._AC_UY218_.jpg
(ISC)2 CISSP Certified Information Systems Security Professional Official Study Guide & Practice Tests Bundle,"wrong, technical, legal, civil, electrical, criminal, federal, old, stupid, magnetic,","(ISC)2 CISSP Certified Information Systems Security Professional Official Study Guide & Practice Tests Bundle wrong, technical, legal, civil, electrical, criminal, federal, old, stupid, magnetic,",https://www.amazon.com/Certified-Information-Security-Professional-Official/dp/1119790026/ref=sr_1_15?qid=1636073710&qsid=130-2120969-7777240&s=books&sr=1-15&sres=0984782850%2C1591846447%2C0545231515%2C1119473861%2C1449373321%2C1441303251%2C197472591X%2C1593279280%2C1683833988%2C1260454037%2C1542023343%2C1647225116%2C0578973839%2C0593087747%2C1119790026%2C059323829X,Computers & Technology,"Mike Chapple, ",https://m.media-amazon.com/images/I/81javq2McjL._AC_UY218_.jpg
AI 2041: Ten Visions for Our Future,"good, optimistic, pre, big, short, specific, new, futuristic, subversive, fake,","AI 2041: Ten Visions for Our Future good, optimistic, pre, big, short, specific, new, futuristic, subversive, fake,",https://www.amazon.com/AI-2041-Ten-Visions-Future/dp/B08SFL53HL/ref=sr_1_16?qid=1636073710&qsid=130-2120969-7777240&s=books&sr=1-16&sres=0984782850%2C1591846447%2C0545231515%2C1119473861%2C1449373321%2C1441303251%2C197472591X%2C1593279280%2C1683833988%2C1260454037%2C1542023343%2C1647225116%2C0578973839%2C0593087747%2C1119790026%2C059323829X,Computers & Technology,"Kai-Fu Lee, ",https://m.media-amazon.com/images/I/61GA1fTwZFL._AC_UY218_.jpg
The Lyrics: 1956 to the Present,"great, magnificent, outside, poor, available, personal, big, obscure, underplayed, true,","The Lyrics: 1956 to the Present great, magnificent, outside, poor, available, personal, big, obscure, underplayed, true,",https://www.amazon.com/Lyrics-1956-Present-Paul-McCartney/dp/163149256X/ref=sr_1_1?qid=1636073806&qsid=134-0882868-5928735&s=books&sr=1-1&sres=163149256X%2C0762499508%2C0063076098%2C1250765781%2C125083239X%2C1419732447%2C1510765549%2C0593577922%2C0935112960%2C0063090023%2C080241270X%2C0545231493%2C0692927999%2C1984877925%2C030692370X%2C1647224098,Arts & Photography,"Paul McCartney, Paul Muldoon, ",https://m.media-amazon.com/images/I/81gXN4x0cuL._AC_UY218_.jpg
"Best Wishes, Warmest Regards: The Story of Schitt's Creek","small, extra, large, corrective, readable, great, terrible, well, oversized, expensive,","Best Wishes, Warmest Regards: The Story of Schitt's Creek small, extra, large, corrective, readable, great, terrible, well, oversized, expensive,",https://www.amazon.com/Best-Wishes-Warmest-Regards-Schitts/dp/0762499508/ref=sr_1_2?qid=1636073806&qsid=134-0882868-5928735&s=books&sr=1-2&sres=163149256X%2C0762499508%2C0063076098%2C1250765781%2C125083239X%2C1419732447%2C1510765549%2C0593577922%2C0935112960%2C0063090023%2C080241270X%2C0545231493%2C0692927999%2C1984877925%2C030692370X%2C1647224098,Arts & Photography,"Daniel Levy, ",https://m.media-amazon.com/images/I/91s5VXjRm9S._AC_UY218_.jpg
The Storyteller: Tales of Life and Music,"little, terrible, huge, gifted, authentic, generous, sure, well, verbal, ho,","The Storyteller: Tales of Life and Music little, terrible, huge, gifted, authentic, generous, sure, well, verbal, ho,",https://www.amazon.com/Storyteller-Tales-Life-Music/dp/B091WVM1JD/ref=sr_1_3?qid=1636073806&qsid=134-0882868-5928735&s=books&sr=1-3&sres=163149256X%2C0762499508%2C0063076098%2C1250765781%2C125083239X%2C1419732447%2C1510765549%2C0593577922%2C0935112960%2C0063090023%2C080241270X%2C0545231493%2C0692927999%2C1984877925%2C030692370X%2C1647224098,Arts & Photography,"Dave Grohl, ",https://m.media-amazon.com/images/I/81X5gR504zL._AC_UY218_.jpg
Not All Diamonds and Rosé: The Inside Story of The Real Housewives from the People Who Lived It,"drunk, known, certain, horrible, grammatical, awful, different, sure, easy, documentary,","Not All Diamonds and Rosé: The Inside Story of The Real Housewives from the People Who Lived It drunk, known, certain, horrible, grammatical, awful, different, sure, easy, documentary,",https://www.amazon.com/Not-All-Diamonds-Ros%C3%A9-Housewives/dp/1250765781/ref=sr_1_4?qid=1636073806&qsid=134-0882868-5928735&s=books&sr=1-4&sres=163149256X%2C0762499508%2C0063076098%2C1250765781%2C125083239X%2C1419732447%2C1510765549%2C0593577922%2C0935112960%2C0063090023%2C080241270X%2C0545231493%2C0692927999%2C1984877925%2C030692370X%2C1647224098,Arts & Photography,"Dave Quinn, ",https://m.media-amazon.com/images/I/71BMsKPqsIS._AC_UY218_.jpg
Glitter Every Day: 365 Quotes from Women I Love,,Glitter Every Day: 365 Quotes from Women I Love,https://www.amazon.com/Glitter-Every-Day-Quotes-Women/dp/125083239X/ref=sr_1_5?qid=1636073806&qsid=134-0882868-5928735&s=books&sr=1-5&sres=163149256X%2C0762499508%2C0063076098%2C1250765781%2C125083239X%2C1419732447%2C1510765549%2C0593577922%2C0935112960%2C0063090023%2C080241270X%2C0545231493%2C0692927999%2C1984877925%2C030692370X%2C1647224098,Arts & Photography,"Andy Cohen, ",https://m.media-amazon.com/images/I/91RDZzeAlSL._AC_UY218_.jpg
The Story of Marvel Studios: The Making of the Marvel Cinematic Universe,"high, beautiful, lovely, excellent, atrocious, stray, entire, incomplete, amateur, good,","The Story of Marvel Studios: The Making of the Marvel Cinematic Universe high, beautiful, lovely, excellent, atrocious, stray, entire, incomplete, amateur, good,",https://www.amazon.com/Marvel-Studios-Definitive-Behind-Blockbuster/dp/1419732447/ref=sr_1_6?qid=1636073806&qsid=134-0882868-5928735&s=books&sr=1-6&sres=163149256X%2C0762499508%2C0063076098%2C1250765781%2C125083239X%2C1419732447%2C1510765549%2C0593577922%2C0935112960%2C0063090023%2C080241270X%2C0545231493%2C0692927999%2C1984877925%2C030692370X%2C1647224098,Arts & Photography,"Tara Bennett, Paul Terry, ",https://m.media-amazon.com/images/I/91VxFGjY5XS._AC_UY218_.jpg
Plandemic: Fear Is the Virus. Truth Is the Cure.,"big,","Plandemic: Fear Is the Virus. Truth Is the Cure. big,",https://www.amazon.com/Plandemic-Fear-Virus-Truth-Cure/dp/1510765549/ref=sr_1_7?qid=1636073806&qsid=134-0882868-5928735&s=books&sr=1-7&sres=163149256X%2C0762499508%2C0063076098%2C1250765781%2C125083239X%2C1419732447%2C1510765549%2C0593577922%2C0935112960%2C0063090023%2C080241270X%2C0545231493%2C0692927999%2C1984877925%2C030692370X%2C1647224098,Arts & Photography,"Mikki Willis, ",https://m.media-amazon.com/images/I/71MFYGSqImL._AC_UY218_.jpg
The Beatles: Get Back,"alive, arrogant, popular, successful, great, absolute, song, good, track, main,","The Beatles: Get Back alive, arrogant, popular, successful, great, absolute, song, good, track, main,",https://www.amazon.com/The-Beatles-Get-Back/dp/0935112960/ref=sr_1_9?qid=1636073806&qsid=134-0882868-5928735&s=books&sr=1-9&sres=163149256X%2C0762499508%2C0063076098%2C1250765781%2C125083239X%2C1419732447%2C1510765549%2C0593577922%2C0935112960%2C0063090023%2C080241270X%2C0545231493%2C0692927999%2C1984877925%2C030692370X%2C1647224098,Arts & Photography,"John Harris, The Beatles, ",https://m.media-amazon.com/images/I/61EdzV5OPXS._AC_UY218_.jpg
Woke Up This Morning: The Definitive Oral History of The Sopranos,"potential, disappointing, large, literary, unique, evident, prior, sacred, bad, outer,","Woke Up This Morning: The Definitive Oral History of The Sopranos potential, disappointing, large, literary, unique, evident, prior, sacred, bad, outer,",https://www.amazon.com/Woke-Up-This-Morning-Definitive/dp/0063090023/ref=sr_1_10?qid=1636073806&qsid=134-0882868-5928735&s=books&sr=1-10&sres=163149256X%2C0762499508%2C0063076098%2C1250765781%2C125083239X%2C1419732447%2C1510765549%2C0593577922%2C0935112960%2C0063090023%2C080241270X%2C0545231493%2C0692927999%2C1984877925%2C030692370X%2C1647224098,Arts & Photography,"Michael Imperioli, Steve Schirripa, ",https://m.media-amazon.com/images/I/71MQ-G3kX1L._AC_UY218_.jpg
The 5 Love Languages: The Secret to Love that Lasts,"sexual, few, general, weekly, happy, emotional, abusive, physical, straight, outdated,","The 5 Love Languages: The Secret to Love that Lasts sexual, few, general, weekly, happy, emotional, abusive, physical, straight, outdated,",https://www.amazon.com/Love-Languages-Secret-that-Lasts/dp/080241270X/ref=sr_1_11?qid=1636073806&qsid=134-0882868-5928735&s=books&sr=1-11&sres=163149256X%2C0762499508%2C0063076098%2C1250765781%2C125083239X%2C1419732447%2C1510765549%2C0593577922%2C0935112960%2C0063090023%2C080241270X%2C0545231493%2C0692927999%2C1984877925%2C030692370X%2C1647224098,Arts & Photography,"Gary Chapman, ",https://m.media-amazon.com/images/I/81RuAzKrHkL._AC_UY218_.jpg
First Little Readers Parent Pack: Guided Reading Level A: 25 Irresistible Books That Are Just the Right Level for Beginning Readers,"good, particular, appropriate, new, licensed, high, consonant, -consonant, fine, absolute,","First Little Readers Parent Pack: Guided Reading Level A: 25 Irresistible Books That Are Just the Right Level for Beginning Readers good, particular, appropriate, new, licensed, high, consonant, -consonant, fine, absolute,",https://www.amazon.com/First-Little-Readers-Parent-Pack/dp/0545231493/ref=sr_1_12?qid=1636073806&qsid=134-0882868-5928735&s=books&sr=1-12&sres=163149256X%2C0762499508%2C0063076098%2C1250765781%2C125083239X%2C1419732447%2C1510765549%2C0593577922%2C0935112960%2C0063090023%2C080241270X%2C0545231493%2C0692927999%2C1984877925%2C030692370X%2C1647224098,Arts & Photography,"Deborah Schecter, ",https://m.media-amazon.com/images/I/71urLRbZzPL._AC_UY218_.jpg
"I Am Confident, Brave & Beautiful: A Coloring Book for Girls","simple, positive, nice, worth, little, old, double, short, inspirational, overstated,","I Am Confident, Brave & Beautiful: A Coloring Book for Girls simple, positive, nice, worth, little, old, double, short, inspirational, overstated,",https://www.amazon.com/Am-Confident-Brave-Beautiful-Coloring/dp/0692927999/ref=sr_1_13?qid=1636073806&qsid=134-0882868-5928735&s=books&sr=1-13&sres=163149256X%2C0762499508%2C0063076098%2C1250765781%2C125083239X%2C1419732447%2C1510765549%2C0593577922%2C0935112960%2C0063090023%2C080241270X%2C0545231493%2C0692927999%2C1984877925%2C030692370X%2C1647224098,Arts & Photography,"Hopscotch Girls, ",https://m.media-amazon.com/images/I/71AIzioFxTL._AC_UY218_.jpg
The First 21: How I Became Nikki Sixx,,The First 21: How I Became Nikki Sixx,https://www.amazon.com/First-21-Memoir-Lou-Carlton/dp/030692370X/ref=sr_1_15?qid=1636073806&qsid=134-0882868-5928735&s=books&sr=1-15&sres=163149256X%2C0762499508%2C0063076098%2C1250765781%2C125083239X%2C1419732447%2C1510765549%2C0593577922%2C0935112960%2C0063090023%2C080241270X%2C0545231493%2C0692927999%2C1984877925%2C030692370X%2C1647224098,Arts & Photography,"Nikki Sixx, ",https://m.media-amazon.com/images/I/912PeKo3SxS._AC_UY218_.jpg
Harry Potter: Holiday Magic: The Official Advent Calendar,"special, pre, poor, excited, amazing, total, decent, small, actual, old,","Harry Potter: Holiday Magic: The Official Advent Calendar special, pre, poor, excited, amazing, total, decent, small, actual, old,",https://www.amazon.com/Harry-Potter-Holiday-Official-Calendar/dp/1647224098/ref=sr_1_16?qid=1636073806&qsid=134-0882868-5928735&s=books&sr=1-16&sres=163149256X%2C0762499508%2C0063076098%2C1250765781%2C125083239X%2C1419732447%2C1510765549%2C0593577922%2C0935112960%2C0063090023%2C080241270X%2C0545231493%2C0692927999%2C1984877925%2C030692370X%2C1647224098,Arts & Photography,"Insight Editions, ",https://m.media-amazon.com/images/I/71vFCGqH6WS._AC_UY218_.jpg
"The Boy, the Mole, the Fox and the Horse","good, high, cute, old, simplistic, directionless, petty, glad, thoughtful, astounding,","The Boy, the Mole, the Fox and the Horse good, high, cute, old, simplistic, directionless, petty, glad, thoughtful, astounding,",https://www.amazon.com/Boy-Mole-Fox-Horse/dp/0062976583/ref=sr_1_1?qid=1636073928&s=books&sr=1-1,Comics & Graphic Novels,"Charlie Mackesy, ",https://m.media-amazon.com/images/I/71eJk7GtUOL._AC_UY218_.jpg
Lore Olympus: Volume One,"confused, related, favorite, 100th, missing, different, wrong, well, bent, honest,","Lore Olympus: Volume One confused, related, favorite, 100th, missing, different, wrong, well, bent, honest,",https://www.amazon.com/Lore-Olympus-One-Rachel-Smythe/dp/0593160290/ref=sr_1_2?qid=1636073928&s=books&sr=1-2,Comics & Graphic Novels,"Rachel Smythe, ",https://m.media-amazon.com/images/I/91ABnpxiy+L._AC_UY218_.jpg
The Far Side® 2022 Off-The-Wall Calendar,"cheap, disappointed, far, excited, entire, black, white, disappointing,","The Far Side® 2022 Off-The-Wall Calendar cheap, disappointed, far, excited, entire, black, white, disappointing,",https://www.amazon.com/Side%C2%AE-2022-Off-Wall-Calendar/dp/1524868663/ref=sr_1_3?qid=1636073928&s=books&sr=1-3,Comics & Graphic Novels,"Gary Larson, ",https://m.media-amazon.com/images/I/71ZFjExjngS._AC_UY218_.jpg
The Complete Calvin and Hobbes [Box Set],"right, wonderful, unacceptable, large, hardcover, noxious, fine, black, ok, enormous,","The Complete Calvin and Hobbes [Box Set] right, wonderful, unacceptable, large, hardcover, noxious, fine, black, ok, enormous,",https://www.amazon.com/Complete-Calvin-Hobbes-Box-Set/dp/0740748475/ref=sr_1_4?qid=1636073928&s=books&sr=1-4,Comics & Graphic Novels,"Bill Watterson, ",https://m.media-amazon.com/images/I/91Mbi5713JL._AC_UY218_.jpg
On Tyranny Graphic Edition: Twenty Lessons from the Twentieth Century,"disappointed, authoritarian, small, understandable, clear, illegible, conducive, black, dark, green,","On Tyranny Graphic Edition: Twenty Lessons from the Twentieth Century disappointed, authoritarian, small, understandable, clear, illegible, conducive, black, dark, green,",https://www.amazon.com/Tyranny-Graphic-Lessons-Twentieth-Century/dp/1984859153/ref=sr_1_5?qid=1636073928&s=books&sr=1-5,Comics & Graphic Novels,"Timothy Snyder, Nora Krug, ",https://m.media-amazon.com/images/I/91Am1et3RwL._AC_UY218_.jpg
Berserk Deluxe Volume 1,"awesome, stuck, black, red, large, sharp, well, original, sound, additional,","Berserk Deluxe Volume 1 awesome, stuck, black, red, large, sharp, well, original, sound, additional,",https://www.amazon.com/Berserk-Deluxe-1-Kentaro-Miura/dp/1506711987/ref=sr_1_6?qid=1636073928&s=books&sr=1-6,Comics & Graphic Novels,"Kentaro Miura, ",https://m.media-amazon.com/images/I/91vJgGrdcDL._AC_UY218_.jpg
"Marvel Encyclopedia, New Edition","amazing, second, limited, old, occupied, provocative, revealing, appropriate, fascinating, excellent,","Marvel Encyclopedia, New Edition amazing, second, limited, old, occupied, provocative, revealing, appropriate, fascinating, excellent,",https://www.amazon.com/Marvel-Encyclopedia-New-Stan-Lee/dp/1465478906/ref=sr_1_7?qid=1636073928&s=books&sr=1-7,Comics & Graphic Novels,"Stephen Wiacek, DK, ",https://m.media-amazon.com/images/I/A17DZrW3vvL._AC_UY218_.jpg
Attack on Titan 34,"eldian, normal, rough, smart, rumble, familiar, 1st, upset, peaceful, civil,","Attack on Titan 34 eldian, normal, rough, smart, rumble, familiar, 1st, upset, peaceful, civil,",https://www.amazon.com/Attack-Titan-34-Hajime-Isayama/dp/1646512367/ref=sr_1_9?qid=1636073928&s=books&sr=1-9,Comics & Graphic Novels,"Hajime Isayama, ",https://m.media-amazon.com/images/I/81Wlsq0zqvL._AC_UY218_.jpg
Dilbert 2022 Day-to-Day Calendar,"sollte,","Dilbert 2022 Day-to-Day Calendar sollte,",https://www.amazon.com/Dilbert-2022-Day-Day-Calendar/dp/1524863459/ref=sr_1_10?qid=1636073928&s=books&sr=1-10,Comics & Graphic Novels,"Scott Adams, ",https://m.media-amazon.com/images/I/714Dn6K5JTL._AC_UY218_.jpg
"The Drawing Book for Kids: 365 Daily Things to Draw, Step by Step (Woo! Jr. Kids Activities Books)","hard, different, little, ok, basic, bored, extra, current, previous, particular,","The Drawing Book for Kids: 365 Daily Things to Draw, Step by Step (Woo! Jr. Kids Activities Books) hard, different, little, ok, basic, bored, extra, current, previous, particular,",https://www.amazon.com/Drawing-Book-Kids-Things-Activities/dp/0997799374/ref=sr_1_11?qid=1636073928&s=books&sr=1-11,Comics & Graphic Novels,"Woo! Jr. Kids Activities, ",https://m.media-amazon.com/images/I/91ItoXSgQ1L._AC_UY218_.jpg
Death Note Complete Box Set: Volumes 1-13 with Premium,"14th, new, colorful, sure, dark, upset, actual, excited, late, extra,","Death Note Complete Box Set: Volumes 1-13 with Premium 14th, new, colorful, sure, dark, upset, actual, excited, late, extra,",https://www.amazon.com/Death-Note-Box-Vol-s-1-13/dp/142152581X/ref=sr_1_12?qid=1636073928&s=books&sr=1-12,Comics & Graphic Novels,"Tsugumi Ohba, ",https://m.media-amazon.com/images/I/61GDICORCHL._AC_UY218_.jpg
Akira 35th Anniversary Box Set,"true, free, high, awesome, tight, terrible, original, new, bad, normal,","Akira 35th Anniversary Box Set true, free, high, awesome, tight, terrible, original, new, bad, normal,",https://www.amazon.com/Akira-35th-Anniversary-Box-Set/dp/1632364611/ref=sr_1_13?qid=1636073928&s=books&sr=1-13,Comics & Graphic Novels,"Katsuhiro Otomo, ",https://m.media-amazon.com/images/I/A1YetY67WHL._AC_UY218_.jpg
